cve_ent,cve_mun,cve_loc,cve_ageb,nomloc
20,73,116,80,El Carrizal de Galeana
20,73,119,23,San Jorge Río Frijol
20,73,120,57,San Miguel Copala
20,73,124,57,Llano de Aguacate
20,77,3,18,San Lázaro Etla
20,79,30,116,Colonia la Brecha
20,85,10,001A,Quelové
20,85,11,43,San Francisco Loxicha
20,85,34,43,El Recuerdo
20,91,3,17,14 de Febrero (El Monchón)
20,97,3,10,Santo Domingo Yojovi
20,98,13,22,Colonia Constitución
20,98,27,18,Guadalupe (Barrio Guadalupe)
20,102,3,12,San Isidro
20,105,7,14,San Isidro Monteverde
20,110,2,14,Buenavista
20,110,6,14,Yosocahua
20,114,3,13,San Jerónimo Zoochina
20,115,12,10,La Colorada [Paraje]
20,121,6,18,La Unión Reforma
20,123,3,27,San Jerónimo Tititlán
20,124,18,62,Tierra Blanca
20,126,2,33,San Agustín Mixtepec
20,126,4,33,San Lorenzo Mixtepec
20,127,3,11,Cabeza del Río
20,130,2,21,Huamúchil
20,133,2,19,Benito Juárez
20,133,4,19,Mier y Terán
20,133,7,19,Ndoyonoyuji (Ciénega de Flores Amarillas)
20,138,2,15,San Miguel Cajonos
20,141,3,97,Puerto Estero
20,141,75,59,Colonia 12 de Abril
20,141,85,44,Colonia Villanueva
20,141,99,114,Santa Rita
20,141,100,44,El Vergel del Maíz
20,141,101,44,Primera Sección
20,141,106,114,Puerto Grande
20,143,38,49,20 de Noviembre
20,143,63,49,Cachimbo
20,154,3,19,La Reforma
20,165,3,12,San Rafael
20,166,4,001A,Arroyo Frijol
20,166,10,001A,Cerro Flores
20,166,15,39,La Guadalupe
20,166,17,24,Leyes de Reforma
20,166,68,24,Roberto Olivares Arellano
20,169,5,30,El Tepeyac
20,171,40,24,Cerro Palmera
20,174,3,11,El Zapotillo
20,176,3,35,Estancia
20,176,4,16,Río Blanco
20,177,7,66,San José del Chilar
20,178,2,10,Asunción Etla
20,178,4,10,San Miguel Etla
20,178,11,10,Santa Catarina [Paraje]
20,184,39,179,El Paraíso Zacatal
20,184,42,60,Paso Rincón
20,184,48,145,Rodeo Arroyo Pepesca
20,184,55,111,San Miguel Obispo
20,184,71,75,Zacate Colorado
20,184,87,111,Fuente Villa
20,184,117,183,Pueblo Nuevo Ojo de Agua
20,184,123,164,La Unión
20,184,393,126,Raúl Ferrer [Colonia]
20,184,404,94,Emiliano Zapata [Colonia]
20,185,8,002A,La Culebra
20,188,7,21,Agua Fría
20,188,20,17,La Soledad
20,190,2,49,Arroyo Carrizal
20,190,17,104,Nuevo Cerro Mojarra
20,190,20,53,El Porvenir
20,190,168,142,Arroyo Venado
20,198,5,117,Boca del Monte
20,198,13,009A,Ocotal
20,198,14,51,Paso Real de Sarabia
20,198,25,28,Brena Torres
20,198,89,117,La Zacatera
20,198,110,28,Arroyo Lirio
20,198,112,28,Nuevo Brena Torres
20,198,117,136,Plan de San Luis
20,201,2,10,Las Delicias
20,202,20,22,Santa Rosa de Lima
20,205,2,39,Arroyo Blanco
20,205,5,24,Arroyo Plátano
20,205,11,39,Monte Negro
20,205,12,001A,Colonia Morelos
20,205,17,62,San Jorge el Porvenir
20,205,18,001A,San José Río Manzo
20,205,22,39,San Miguel (La Paz)
20,205,23,62,San Pedro Tres Arroyos
20,205,25,81,Santiago Jalahui
20,205,27,39,Yogope
20,205,30,39,San Juan Evangelista
20,205,37,39,Santa Cecilia de Madero
20,205,48,77,Santa María la Nopalera
20,205,66,43,José López Portillo
20,206,2,21,Contlalco
20,206,8,21,Ciénega
20,206,9,21,Barrio Santiago
20,207,6,86,La Mixtequita
20,207,10,14,San José de las Flores
20,207,24,29,12 de Julio
20,207,25,29,San José de los Reyes el Pípila
20,207,30,29,La Esperanza
20,207,34,156,La Nueva Esperanza
20,207,49,71,Tierra Nueva
20,207,50,86,Lázaro Cárdenas
20,207,79,86,La Palestina
20,207,81,29,Los Raudales
20,207,88,86,La Soledad
20,208,9,26,Mesón de Guadalupe Primera Sección
20,208,83,26,Mesón de Guadalupe
20,210,4,001A,Sabinillo
20,210,8,43,San Pedro Ñumí
20,210,9,24,Santo Domingo Yosoñama
20,210,12,24,San Pedro Yosoñama
20,210,15,24,San Isidro Yosoñama
20,210,25,24,Pueblo Nuevo
20,213,2,005A,Cieneguilla
20,214,2,23,Maninaltepec
20,217,3,10,Monte Frío
20,227,2,36,Guadalupe Hidalgo
20,229,5,30,Río de Talea
20,230,3,12,San Jerónimo Nuchita
20,232,19,40,Cerro de Oro
20,234,13,11,Peña Blanca
20,242,6,28,Guadalupe
20,242,49,32,La Joya Peras (Tivaá)
20,244,13,18,Inspectoría Independencia Guadalupe
20,249,3,14,Boca del Río San Mateo
20,255,3,11,San Isidro (Agua de Lobo)
20,259,2,10,La Luz Tenexcalco
20,261,22,19,Guadalupe Villahermosa
20,262,2,20,Cuajimoloyas
20,262,3,20,Llano Grande
20,265,35,22,Benito Juárez (El Trébol)
20,266,10,53,Copalita la Hamaca
20,266,14,53,El Granadillo
20,266,16,002A,Llano Jícara
20,266,121,15,Santa Catarina Jamixtepec
20,269,6,36,Madero
20,269,9,36,Ignacio Zaragoza
20,271,3,15,Barranca Fierro
20,274,5,17,Río Minas
20,275,3,14,Santa Cruz Condoy
20,275,24,14,Pueblo Nuevo (Buenavista)
20,275,25,29,Margarita Huitepec
20,277,8,61,Gulera
20,277,16,61,Nachihuí
20,277,19,95,San Isidro Ojo de Agua
20,277,31,112,San Cristóbal
20,277,35,76,San Sebastián de las Grutas
20,277,45,76,Yoganita
20,277,61,131,El Común
20,277,68,108,El Carrizal
20,278,6,88,La Candelaria
20,278,20,88,Las Margaritas
20,278,34,004A,Playa de Jícama
20,278,51,20,Cerro de Agua Platanar
20,278,68,20,Playa Lecuona
20,278,95,73,Loma Coyol San Martín
20,283,2,20,Nata
20,289,3,001A,Bramaderos San Nicolás
20,291,5,37,Comitlán
20,293,4,27,San Sebastián
20,293,9,27,La Borcelana
20,297,9,11,San Lucas Redención
20,298,4,38,Unión Zapata (Loma Larga)
20,301,2,54,Colonia Guadalupe
20,307,5,109,El Coyul
20,307,9,109,Morro Ayuta
20,307,12,109,Río Seco
20,307,18,43,Santa María
20,308,6,17,Colonia San Diego
20,310,2,15,Rancho de los Audelo
20,310,3,15,Buena Vista
20,310,5,15,La Loma (Loma Grande)
20,310,9,15,Loma Bonita [Colonia]
20,310,10,15,El Vergel
20,310,13,15,Arboleda
20,310,15,15,Juquilita
20,310,17,15,Las Razas
20,310,19,15,Jardines del Tepeyac
20,310,20,15,Piedras Negras [Colonia]
20,310,33,15,Jazmines
20,310,44,15,Cañada Grande [Colonia]
20,310,46,15,Wenceslao Victoria Soto
20,310,50,15,25 de Mayo
20,310,51,15,Los Sabinos
20,318,5,13,San Andrés Copala
20,318,7,32,Los Limones
20,318,10,28,La Reforma
20,318,12,28,El Salitre
20,318,42,32,Puente San José
20,324,10,003A,San José Chacalapa
20,324,11,003A,Chepilme
20,324,29,44,San Isidro Apango
20,324,30,003A,San Miguel Figueroa
20,324,33,003A,Santa María Limón
20,324,37,25,Xonene
20,324,39,003A,Arroyo Zapote
20,324,50,44,Corcovado Petaca
20,324,52,003A,El Piste
20,324,84,63,Playa Zipolite
20,324,98,003A,La Lima [Barrio]
20,324,124,78,Palotada (San Juan Palotada)
20,324,125,10,Carnizuelo
20,324,137,44,Nueva Chapingo [Colonia]
20,324,191,44,Barrio Nuevo Chapingo
20,324,195,44,La Ciénega II
20,324,208,25,Lomas de San Pedro [Fraccionamiento]
20,324,230,190,El Paraíso
20,324,235,10,Los Naranjos Esquipulas
20,324,237,190,San Pedro Cafetitlán
20,325,21,22,El Porvenir
20,325,23,75,La Mancornada
20,325,38,18,San Pablo Lachiriega
20,325,42,008A,Unión Juárez
20,327,6,99,Rincón Juárez
20,327,9,173,Conchalito
20,327,23,116,Trejo
20,327,50,116,Pesquería Rancho Salinas
20,327,51,116,Pesquería Puerto Paloma
20,330,12,22,Santo Domingo del Río
20,330,24,18,Los Pinos [Colonia]
20,333,15,43,San José de Gracia
20,334,9,006A,La Cañada
20,334,26,125,La Soledad
20,334,30,144,La Pastoría
20,334,35,55,San Felipe
20,334,37,21,San Francisco de Arriba
20,334,44,106,Santa Rosa de Lima
20,334,133,144,Los Llanos del Espinal
20,336,16,11,San Martín Buenavista
20,338,3,20,Santo Domingo Barrio Alto
20,338,6,20,Moctezuma [Colonia]
20,338,8,20,Santo Domingo Barrio Alto [Parque Industrial]
20,339,27,28,Santo Domingo Tlachitongo
20,340,3,14,San Francisco Huapanapan
20,340,6,48,San Miguel Ixtápam
20,342,12,19,Rancho Viejo [Paraje]
20,347,2,15,Cieneguilla
20,348,8,46,Guadalupe Nundaca
20,348,16,12,San Mateo Tunuchi
20,348,18,31,Santa Cruz Yosondica
20,351,2,18,Río Anona
20,351,8,18,La Estancia
20,351,10,18,Barrio Oriente
20,351,11,18,La Labor
20,358,4,19,Rincón de Tlapacoyan
20,364,14,73,Pie del Cerro
20,364,22,20,Santa María Yolotepec
20,365,2,28,Benito Juárez
20,377,3,29,Guerrero
20,377,22,33,El Chamizal
20,378,2,11,Emiliano Zapata
20,378,3,11,San Mateo Mixtepec
20,381,2,17,San José de la Pradera
20,383,2,11,La Estancia
20,385,3,20,Arrazola
20,385,7,20,San Francisco Javier
20,385,8,029A,San Isidro Monjas
20,385,46,029A,Los Puentes Cuaches
20,385,94,20,Rancho Quemado [Paraje]
20,386,8,28,El Cucharal
20,386,81,51,La Conchita
20,387,2,25,La Barda Paso de Piedras
20,388,2,18,El Carmen
20,388,5,18,La Lobera
20,392,16,25,Moctezuma
20,396,2,001A,Llano de Agua
20,396,3,001A,San Agustín Nuevo
20,397,3,55,Campo de Aviación
20,397,4,36,Cañada María (Primera Sección)
20,397,9,55,Las Huertas
20,397,12,55,La Lobera
20,397,13,89,Llano de Guadalupe
20,397,16,36,Nueva Reforma
20,397,23,74,Barrio de San Pedro
20,397,29,36,Barrio San Bartolo
20,397,32,21,Barrio de San Diego
20,397,35,21,Licenciado Adolfo López Mateos
20,397,48,006A,Los Ángeles
20,397,53,74,Ejido Ojo de Agua (El Vergelito)
20,397,68,21,El Capulín
20,397,101,36,Cruz Llorada
20,397,102,36,Arboleda
20,397,105,55,Mexicalcingo de los Granados
20,397,108,89,San Felipe Tindaco
20,397,109,89,San Pedro Yosotatu
20,397,110,89,Santo Domingo Huendío
20,397,111,74,La Unión
20,397,125,55,Colonia del Valle
20,397,126,74,Guadalupe [Colonia]
20,397,136,89,San José Patriarca
20,398,2,29,Guegovela
20,399,2,26,Montealbán
20,399,6,26,La Soledad
20,399,8,26,La Cañada
20,399,23,26,Loma de la Virgen [Paraje]
20,399,28,26,La Cañadita
20,399,29,26,Perla de Antequera
20,399,40,26,La Cazahuatera
20,401,2,26,El Bajo
20,401,18,005A,El Tomatal
20,401,20,005A,Valdeflores
20,401,21,45,Ventanilla
20,401,25,11,San José el Quequestle
20,401,61,30,El Salitrero
20,401,99,26,Nuevo Amanecer San Jacinto [Colonia]
20,403,3,16,Paraje Loma de Lucero
20,403,8,16,Proyecto 2000 [Fraccionamiento]
20,403,12,16,Paraje Campo Lucero
20,404,2,13,San Agustín Montelobos
20,406,4,37,Benito Juárez
20,406,38,41,Zongolica
20,406,61,56,Río Sapo
20,406,120,37,El Naranjo
20,407,8,392,Santa Inés
20,407,18,212,Chalchijapa
20,407,24,72,San Francisco la Paz
20,407,41,104,Río Hamaca
20,407,64,34,Dos Arroyos (La Paz)
20,409,2,001A,Güendulain
20,413,5,31,Arroyo Súchil
20,413,7,50,Bajos del Arenal
20,413,50,50,Huatunalco (Barra de Huatunalco)
20,413,116,31,Colonia Vicente Guerrero
20,413,119,31,Río Tangolunda (La Jabalina)
20,414,9,43,Santa María Chicometepec
20,417,63,11,El Manantial
20,418,5,42,Llano Vería
20,418,8,95,San Cristóbal
20,418,20,95,Pochotillo
20,420,9,17,Rincón Hacienda Vieja
20,420,10,17,Loma Larga
20,421,3,33,Kilómetro 10 Nizzapipi (San Antonio)
20,426,2,44,San José Contreras
20,426,16,003A,El Manzanito
20,426,35,003A,Cañada de Espina
20,427,2,22,Buenavista
20,427,6,18,La Princesa (El Polvorín)
20,427,25,111,El Bajío
20,427,26,111,Las Flores
20,427,31,22,Llano Suchiapa
20,429,4,12,Santa Rosa Matagallinas
20,435,5,001A,Mosquito Blanco
20,439,6,57,Cerro Gordo
20,439,24,19,San Francisco Cozoaltepec
20,439,26,23,San Juanito o la Botija
20,439,34,61,Rincón Alegre
20,439,42,61,Frutilla
20,439,56,38,Villa Unión
20,439,60,23,La Culebra [Barrio]
20,439,66,23,Palma Larga
20,439,92,23,Santa Elena el Tule
20,439,120,61,Arroyo Tres
20,441,41,21,Nueva Vida [Colonia]
20,447,3,10,San Felipe Atotonilco
20,447,4,44,San Juan Cabeza del Río
20,447,7,44,Coyul Grande
20,447,18,25,San Juan Viejo
20,447,19,78,San Miguel
20,452,3,25,San Sebastián Ocotlán
20,453,11,18,Barra de la Cruz
20,453,12,18,Zimatán
20,455,3,12,Santa Catarina Estancia
20,460,4,65,San Juan del Río
20,466,4,004A,El Carasol
20,466,8,35,La Humedad
20,466,10,54,Llano Verde
20,466,11,54,El Mosco
20,467,6,66,Charco Nduayoo
20,467,11,85,La Humedad
20,467,23,136,La Tuza
20,467,28,85,Emiliano Zapata (Chiapas)
20,468,12,10,Plan Martín Chino
20,468,13,25,Plan Mata de Caña
20,468,14,25,Playa Limón
20,468,33,44,El Ojo de Agua
20,469,9,60,Concepción Carrizal
20,469,18,107,La Brama Paraje Pérez
20,469,25,107,La Sabana
20,469,29,107,San Juan Copala
20,469,42,22,Tinuma de Zaragoza
20,469,66,94,La Luz Rahelle
20,469,70,94,Paso de Águila Copala
20,469,81,60,Agua Fría Copala
20,469,106,60,Laguna Guadalupe Yucunicoco
20,469,116,22,Santo Domingo del Progreso
20,477,3,001A,Coquito
20,481,7,12,Yucubey de Cuitláhuac
20,483,2,21,Santa Cruz Lachixolana
20,484,5,14,Santa Ana Rayón
20,485,9,26,San Isidro
20,491,2,23,Buena Vista
20,491,3,19,El Frijol
20,491,5,23,San Isidro Llano Yerba
20,491,7,38,Recibimiento de Cuauhtémoc
20,492,24,35,Guadalupe Llano de las Avispas
20,494,2,25,El Portezuelo
20,494,66,25,Santiago Huaxolotipac
20,498,18,77,Santa María Yaveo
20,507,16,10,Lagunillas
20,509,9,002A,San José Piedras Negras
20,509,13,002A,Las Pilas
20,509,15,15,Piedra del Sol
20,509,17,15,Bajos de Santo Domingo
20,510,10,16,Reyes Ixcatlán
20,513,7,37,El Tejón
20,513,14,41,El Campanario
20,515,51,116,Colonia San Luis
20,515,114,328,Santa María Nativitas Coatlán
20,516,4,001A,El Hoyo
20,517,3,17,Río Ramal
20,517,9,17,Loma Larga
20,520,4,12,San Juan Reyes
20,525,5,80,Huanacastal
20,526,32,35,Cañada de los Matus
20,526,99,35,El Paraíso
20,526,101,004A,San Isidro Campechero
20,534,3,18,San Isidro la Cañada
20,537,19,62,Santiago Patlanalá
20,545,3,30,San Bernardino
20,545,4,30,Vigastepec
20,549,3,003A,Guadalupe de Cisneros
20,549,8,25,San Andrés Yutatío
20,549,9,63,San Isidro Zaragoza
20,549,41,003A,Antonio de León
20,553,24,28,Santa Catalina de Sena
20,554,2,003A,Chinantequilla
20,555,3,18,Santa María Roaló
20,557,33,007A,14 de Febrero [Colonia]
20,559,21,006A,Paso Nuevo la Hamaca
20,559,56,006A,Miguel Hidalgo
20,559,62,21,La Gran Lucha
20,559,69,36,La Trinidad (Hondura de Nanche)
20,565,2,48,Emiliano Zapata
20,565,15,48,San Pedro la Reforma
20,565,37,48,Ninguno
20,566,8,30,El Sabino
20,567,3,38,Guadalupe del Recreo
20,567,7,23,Santa Cruz Vista Hermosa
20,567,12,23,San Miguel Hidalgo
20,570,2,90,La Raya
20,570,3,103,San Nicolás Quialana
20,570,6,71,San Sebastián Río Dulce
20,570,8,103,Santa María Vigallo
20,570,11,226,Valdeflores
20,570,12,71,Las Juntas
20,570,13,71,Las Huertas
20,570,20,86,La Cumbre Clavellinas
20,570,96,226,San José Guelatová de Díaz
21,3,17,80,Tetelcingo
21,3,19,95,La Trinidad (Los Hobos)
21,8,6,15,Laguna Seca
21,8,8,15,Tenejaque
21,10,2,85,San Sebastián Alcomunga
21,10,38,66,Moyotepec
21,15,55,62,Haras Ciudad Ecológica
21,15,94,58,Edgardo Amilcar Campos [Colonia]
21,16,15,17,El Terrero
21,16,20,17,Pachuquilla
21,19,52,199,La Sabana (San Juan la Sabana)
21,19,71,752,San Juan Tejaluca
21,31,6,28,Zaragoza
21,34,20,34,Curitiba
21,35,3,65,Chichiltepec
21,36,16,001A,Xocotla
21,43,39,29,Zacatipan
21,44,32,134,Texcal
21,45,15,95,Guadalupe Sabinal
21,47,26,244,Centeocala
21,49,14,22,San Lorenzo Tlaxipehuala
21,51,2,88,Ahuehuetzingo
21,51,21,73,San Miguel la Toma
21,51,25,88,San Miguel Tecolacio
21,51,53,88,La Palma (El Trinquete)
21,53,5,97,Atlamaxac
21,53,18,97,Loma Alta
21,53,150,82,Lázaro Cárdenas (Tzitla)
21,58,15,21,San Miguel Calixitla (Miguel Hidalgo)
21,58,37,36,Teteltitla
21,58,38,21,Barrio del Corazón de Jesús Tercera Sección
21,63,15,36,San Manuel la Puerta
21,65,9,30,San José Buenavista
21,69,4,003A,Champusco (Secundaria Técnica Número 4) [Escuela]
21,69,12,003A,El Progreso
21,69,15,003A,San Juan Bautista
21,69,22,003A,Soledad Morelos
21,70,9,11,Quetzalapa (San Baltazar Quetzalapa)
21,70,11,26,Tepanacitla (Guadalupe Tepanacitla)
21,70,13,26,Tochmatzintla
21,70,31,26,Álvaro Obregón (Barranca San Miguel)
21,71,11,428,Cuautlita
21,71,15,428,Ixhuacatla
21,71,17,76,Mesa de Capulines
21,71,21,428,Papatlatla
21,71,32,57,Texcapa
21,71,33,428,Tlacomulco
21,74,71,97,Los Volcanes
21,74,103,218,Emiliano Zapata
21,74,112,97,Primer Barrio
21,75,4,18,La Aurora
21,82,7,27,Santa Cecilia Clavijero
21,83,6,43,Las Barrancas
21,83,59,62,Minillas (La Garita)
21,83,62,24,Almeya
21,85,3,137,El Aguacate
21,85,9,67,San José las Bocas
21,85,10,67,San Pedro Calantla
21,85,32,018A,San Martín la Flor (La Flor Colorada)
21,87,5,76,Santiago Mitepec
21,93,23,004A,San Isidro
21,94,29,28,San José la Libertad
21,98,5,27,San Luis Tehuizotla
21,99,10,77,Llano Grande Ixtapa
21,99,11,43,Puerta Cañada
21,99,12,43,San Antonio Soledad
21,106,2,54,Santiago Coltzingo
21,110,7,61,Encrucijada Primera Sección
21,111,9,69,Cayhuapan
21,111,26,004A,San Antonio
21,113,14,59,Loma Bonita
21,114,405,1088,Conjunto Campestre Haras
21,114,412,104A,Ojocotla
21,114,418,1035,San Miguelito
21,114,447,1073,Agua Santa
21,114,513,1321,San Miguel la Venta
21,115,26,53,Ejido Palmarito
21,120,2,002A,Colonia Cuitlaxtepec
21,123,7,17,Pachoc
21,129,3,59,San José Axuxco
21,141,6,15,San José Agua Zarca
21,147,3,42,La Concepción
21,150,2,29,San Agustín Ahuehuetla
21,152,15,19,Colonia Benito Juárez
21,153,8,16,Santa Cruz Ajajalpan
21,153,13,35,Aquiles Serdán
21,154,47,66,Rancho el Laurel (El Laurel)
21,155,7,25,Quicayán
21,156,99,412,Quebradora Santa Mónica
21,156,100,268,Colonia Guadalupe
21,157,7,68,Los Hornos de Zaragoza
21,158,4,12,Colonia Morelos
21,164,7,77,San Bartolomé Hueyapan
21,164,15,81,San Lorenzo Joya de Rodríguez
21,166,10,14,Xoyatla
21,166,15,29,El Pedregal
21,166,21,29,El Paraíso
21,169,18,35,Tula
21,170,7,006A,Itzoteno (San Miguel)
21,174,45,043A,Sección 23
21,175,3,28,San Baltazar Atlimeyaya
21,177,18,56,San Francisco Esperilla
21,177,21,287,Tecaltzingo
21,177,28,376,Tecoxtle
21,185,2,24,Santo Domingo Ayotlicha
21,186,26,36,Pezmatlán
21,186,61,36,Ilita
21,191,3,21,Guadalupe Tulcingo
21,191,7,21,Zaragoza de la Luz
21,194,70,38,Las Palmitas
21,205,13,52,Llano Grande
21,206,14,11,El Rosario Xochitiopan
21,208,9,92,Cuacuila
21,208,22,004A,Nanacamila
21,208,69,004A,Las Lajas Primera Sección
21,208,72,004A,Metepec Primera Sección
21,211,4,26,San José Buenavista
21,212,21,23,Rosa de Castilla
21,212,27,23,El Tepeyac
21,213,13,16,Ocomantla
22,1,9,76,El Carmen (Santiago Mexquititlán Barrio 6to.)
22,1,20,80,La Ladera
22,1,25,61,Mesillas
22,1,40,57,San José Ithó
22,1,41,57,San Juan Dehedó
22,1,56,76,San Nicolás de la Torre
22,1,60,38,La Cruz (San Bartolo)
22,1,93,76,Loma de las Víboras (Santiago Mexquititlán Barrio 6to.)
22,1,159,38,Nuevo Amanecer
22,2,245,105,La Tinaja
22,4,13,97,Boxasní
22,4,15,010A,Boyé
22,4,65,010A,La Mesa Providencia
22,4,104,97,Santa Bárbara
22,4,127,010A,Villa Nueva
22,4,215,133,La Presa (La Nueva Presita)
22,5,8,60,La Carbonera
22,5,21,75,El Lindero
22,5,57,107,Viborillas
22,5,103,75,El Nuevo Rumbo
22,5,172,107,La Esperanza [Fraccionamiento]
22,5,258,107,Aerotech [Parque Industrial]
22,6,20,49,Pita
22,6,21,49,La Poza
22,6,27,49,Purísima de San Rafael
22,7,2,31,Barreras
22,7,29,31,Los Ramírez
22,7,33,31,San Antonio
22,7,40,46,Sombrerete
22,7,187,31,Valle Colorado
22,7,229,12,El Sindicato
22,7,254,12,Las Flores
22,7,265,31,Piedras Negras
22,7,286,12,Cadereyta [Parque Industrial]
22,7,312,46,Las Trojes
22,8,7,43,Capula
22,8,13,24,El Granjeno
22,8,18,001A,El Milagro
22,8,35,39,Las Taponas
22,8,42,43,El Rincón
22,8,135,39,La Ceja
22,8,157,001A,PyME [Parque Industrial]
22,10,2,008A,Acatitlán de Zaragoza
22,11,13,119,El Carmen
22,11,42,002A,Matanzas
22,11,60,119,Campestre San Isidro [Fraccionamiento]
22,11,249,027A,La Laborcilla
22,11,449,002A,Ejido San Vicente
22,11,509,119,La Griega [Polígono Empresarial]
22,11,513,119,Beta la Griega [Parque Industrial]
22,11,517,72,Advance Querétaro [Parque Industrial]
22,13,9,62,El Álamo
22,13,41,58,La Ordeña
22,13,54,58,San Miguel Palmas (Misión de Palmas)
22,13,61,81,La Vega (Las Vegas)
22,13,88,77,La Estación
22,13,138,77,El Ardillero
22,14,46,17,La Estacada
22,14,71,17,Ojo de Agua
22,14,78,36,Pinto
22,14,82,36,Corea
22,14,87,21,Rancho Largo
22,14,180,17,El Rincón de Ojo de Agua
22,16,4,45,Barranca de Cocheros
22,16,5,012A,Buenavista
22,16,36,30,El Mirador
22,16,38,005A,Ojo de Agua
22,16,41,878,Palmillas
22,16,63,012A,Santa Lucía
22,16,64,26,Santa Matilde
22,16,67,115,El Sitio
22,16,87,134,Buenavista Palma de Romero
22,16,100,30,Pedregal del Río
22,16,173,26,El Porvenir [Residencial]
22,16,197,863,El Carrizo [Ejido]
22,16,248,863,Villas de San José
22,16,332,878,Revolución
22,17,204,23,Real del Ciervo [Fraccionamiento Campestre]
22,18,12,004A,El Cerrito Parado
22,18,43,69,Sabino de San Ambrosio
22,18,119,004A,El Tule
23,2,108,792,Noh-Bec
23,2,243,608,Tabi
23,4,50,123A,Laguna Guerrero
23,4,73,1333,Ramonal
23,4,119,1193,San Pedro Peralta
23,4,163,1189,Lázaro Cárdenas Segundo
23,4,264,1244,Raudales
23,4,1987,1969,Las Palomas
23,8,217,118,Punta Maroma
23,8,416,457,Guadalupano
23,8,829,461,Nuevo Noh-Bec
23,8,924,461,Los Pájaros
23,8,926,461,Valle Encantado
23,8,949,230,Belfast
23,8,950,86,Monte Sinahí
23,10,22,313,Buenavista
23,10,106,296,Guadalupe Victoria
24,3,64,84,El Rosario
24,7,6,98,La Boquilla
24,7,9,100,La Cruz
24,7,156,012A,Fraccionamiento Llanos de San Gabriel
24,9,6,16,Joyita de la Cruz
24,10,34,052A,La Encarnación
24,10,62,006A,Colonia Agrícola Ollitas de las Vacas
24,10,77,21,Puerto de San Juan de Dios
24,11,3,33,Barrio de Guadalupe
24,11,13,33,Ojo de Agua de Solano
24,13,241,339,Villa Fierro
24,13,360,324,La Calera
24,14,77,16,Plan de los Jobos Segunda Sección
24,15,52,189,La Trinidad
24,16,3,44,Estación Auza
24,17,13,41,Domingo Gámez
24,17,14,179,Entronque de Matehuala (El Huizache)
24,17,27,215,La Negrita
24,17,30,126,Norias del Refugio
24,20,275,136,Las Heroínas Mexicanas
24,21,4,44,El Arbolito
24,22,92,56,Pozo Blanco
24,24,37,188,El Jabalí
24,24,46,116,La Muralla
24,24,59,65,Pastora
24,24,316,313,Las Magdalenas
24,25,21,132,Palma Pegada
24,28,222,30,El Cascarón
24,28,256,100,Fracción Milpillas
24,30,29,39,Morenos
24,32,77,245,Enramadas
24,44,11,227,La Punta (San José de la Punta)
24,45,126,154,Los Trejos
24,46,55,24,Puerto Espino
24,47,19,106,Santa Rosa la Masita
24,47,40,17,San Antonio de los Regalado
24,47,51,74,Santa Rita de los Hernández
24,49,21,327,Lagunillas
24,49,24,100,Noria del Gato
24,49,39,100,Sauz de Calera
24,50,19,007A,Ejido Gogorrón (Ex-Hacienda de Gogorrón)
24,50,34,007A,Palomas
24,50,50,116,San Miguel
24,50,53,50,Saucillo
24,50,99,116,La Rinconeña
24,51,7,151,Corcovada
24,54,223,005A,El Rincón
24,56,15,16,Guardarraya
24,56,18,20,La Lajita
25,1,129,1557,Dieciocho de Marzo
25,1,147,1504,Goros Pueblo
25,1,243,1434,Bolsa de Tosalibampo Uno
25,1,475,1523,Cuchilla Vieja
25,1,530,1491,Choacahui
25,1,701,1504,Camayeca
25,1,703,1561,Cinco de Mayo
25,1,942,1542,Macapul [Almacenes]
25,1,1331,1557,Topolobampo [Parque Industrial]
25,2,44,306,Estación Acatita
25,3,279,835,Saca de Agua
25,3,743,888,La Majada de Arriba
25,3,845,820,Jurisdicción de Arriba
25,3,856,077A,San Nicolás del Sitio (Sitio de Arriba)
25,5,249,435,El Portezuelo
25,6,132,2424,La Anona
25,6,133,2710,Las Arenitas
25,6,198,2848,El Camalote
25,6,330,2871,La Estancia de Abajo
25,6,364,2903,Ejido Francisco Villa
25,6,397,2458,Las Higueras
25,6,421,4473,Jesús María
25,6,495,2693,Monte Verde de Villa (El Verde)
25,6,569,2852,Portaceli
25,6,578,2532,El Pozo
25,6,739,2706,Los Vasitos
25,6,997,2941,Soyatita (Cruz Segunda)
25,6,1044,2710,El Robalar
25,6,1063,2744,Las Milpas Número Dos (Las Milpas)
25,6,1225,2797,Tierra y Libertad Uno
25,6,1305,259A,Carboneras
25,6,1336,2814,La Chilla
25,6,1403,280A,Huanacaxtle
25,6,1684,2566,La Platanera (El Pizal)
25,6,2282,2710,Comunidad Diego Valadez
25,6,3134,2636,Guadalupana la Piedra
25,6,3141,2621,Bachigualatito
25,6,3373,2570,El Álamo [Campestre]
25,7,249,590,El Vado (El Cerrito)
25,7,382,603,Güillachapa
25,8,20,418,Ejido la Ventana (El Carrizo)
25,8,72,460,El Roble
25,8,164,507,Celestino Gazca Villaseñor
25,8,404,437,Playa Ceuta
25,8,409,390,Colonia Buenos Aires
25,10,33,914,Buena Vista
25,10,51,844,La Carrera
25,10,72,789,Chinobampo
25,10,119,740,Llano de los Soto
25,10,128,914,El Mezquitalito
25,10,207,1005,Tres Garantías
25,10,216,793,Zozorique
25,10,227,990,La Genoveva
